2725,374
1048,327
2724,260
2728,208
2806,207
2730,203
2737,176
1588,160
1419,150
2787,143
2726,139
1292,127
2750,105
1120,105
1062,100
1157,93
2792,90
1474,90
1950,86
2751,85
1400,85
1113,84
1805,83
1259,82
1507,80
2591,79
1821,79
215,77
1591,77
559,75
2721,69
629,69
245,69
1686,69
1424,65
2371,65
2727,64
2759,64
2422,62
976,59
723,59
1872,59
965,58
1180,58
932,58
2308,58
1743,58
402,57
2745,56
568,56
3,55
1730,54
1250,53
1655,53
2206,52
2600,52
2053,51
1076,51
1253,51
998,51
2228,49
969,49
1822,49
1946,48
1836,48
1764,48
2461,48
1969,47
952,47
2664,46
1358,46
1501,45
722,45
1047,45
2748,44
1733,44
2444,44
2732,43
397,43
7,42
956,42
1489,41
1327,41
2747,40
101,40
320,40
311,40
2376,39
1657,39
959,39
2802,39
2744,39
712,39
1457,38
2169,38
2729,38
496,38
1117,37
955,37
2741,37
2526,37
1214,37
861,36
210,36
2740,35
2322,35
1213,35
1453,35
1429,35
2718,35
1175,33
2557,33
1010,33
2760,33
192,32
548,32
741,32
1939,32
65,32
1779,31
1663,31
2407,31
1056,31
2749,31
2567,30
1516,30
2234,29
1792,29
2601,28
1182,28
2502,28
77,28
1554,28
1511,28
2731,27
214,27
1705,27
1374,26
1624,26
2642,26
286,26
1145,25
1940,25
1233,25
2190,25
1850,25
1404,24
1119,24
2313,24
2494,24
1656,24
112,23
1153,23
2037,23
349,23
2097,22
49,22
610,22
2624,22
2438,22
1931,22
1367,22
684,21
560,21
1303,21
1509,21
2739,21
2469,21
2513,21
2577,21
2388,20
2406,20
2059,20
2060,20
937,20
2723,19
1172,19
1028,19
1665,19
97,19
377,19
2804,19
2191,18
1166,18
366,18
269,18
94,18
1234,18
1293,18
1196,17
1011,17
1126,17
1411,16
874,16
2099,16
1815,16
1082,16
1258,15
640,15
2368,15
1729,15
1838,15
1036,14
45,14
2101,14
54,14
1158,14
1697,14
648,14
1684,14
277,14
142,14
535,13
2733,13
1499,13
1295,13
2622,13
389,13
1669,13
122,12
253,12
47,12
2743,12
1462,11
1397,11
2742,11
74,11
890,10
2720,10
1225,10
2746,10
1437,10
2161,10
1478,10
727,10
619,9
2722,9
1075,9
232,9
348,9
306,9
361,8
1517,8
1430,8
1138,8
376,8
2763,7
1156,7
1510,7
561,7
2757,7
1454,7
1638,6
289,6
1643,6
1601,6
1284,6
2762,6
1415,6
1599,5
1008,5
161,5
1038,5
396,5
1339,5
745,5
385,5
2174,5
1271,5
1749,5
384,5
2649,4
1199,4
1438,4
1300,4
2278,4
2443,4
2616,3
57,3
1678,3
1629,3
2243,3
1531,3
1528,3
470,3
963,3
2486,3
733,2
2758,2
1024,2
251,2
2755,2
630,2
695,2
8,2
797,2
2807,2
2397,2
2516,2
2386,2
1562,2
2225,2
1608,2
1483,2
2488,2
1378,2
2529,2
2736,1
2752,1
2738,1
2196,1
914,1
2114,1
1628,1
2203,1
780,1
2417,1
1257,1
2273,1
2270,1
1409,1
713,1
2501,1
539,1
62,1
2805,1
2142,1
2606,1
70,1
408,0
467,0
456,0
459,0
2302,0
2367,0
469,0
1819,0
2789,0
346,0
336,0
1814,0
454,0
2303,0
409,0
2329,0
2350,0
451,0
2788,0
2365,0
405,0
444,0
435,0
429,0
426,0
413,0
406,0
1824,0
2790,0
1750,0
107,0
2800,0
98,0
1826,0
1831,0
91,0
2801,0
2165,0
2803,0
2159,0
1746,0
1833,0
2147,0
1732,0
39,0
2799,0
139,0
2791,0
182,0
2267,0
302,0
2793,0
282,0
477,0
2217,0
249,0
2794,0
228,0
223,0
2795,0
2796,0
2797,0
205,0
2798,0
471,0
2549,0
480,0
1811,0
2735,0
1806,0
919,0
2475,0
881,0
1808,0
873,0
835,0
2100,0
826,0
817,0
1737,0
796,0
790,0
777,0
769,0
2734,0
2020,0
746,0
2541,0
2551,0
1801,0
2586,0
2593,0
1802,0
2603,0
2544,0
1797,0
2506,0
2633,0
1791,0
1803,0
2070,0
1790,0
1783,0
2701,0
753,0
1770,0
481,0
509,0
589,0
2756,0
1758,0
556,0
2761,0
2384,0
529,0
1799,0
616,0
503,0
500,0
1754,0
494,0
493,0
484,0
482,0
600,0
621,0
1769,0
1338,0
728,0
2464,0
724,0
1766,0
2454,0
719,0
711,0
693,0
2754,0
2753,0
676,0
659,0
652,0
1812,0
633,0
1765,0
505,0
